player_id,player_name,height,hand,avg_minutes,avg_aces,avg_df,avg_svpt,avg_first_in,avg_first_won,avg_second_won,avg_sv_gms,avg_bp_saved,avg_bp_faced,Wins,Losses,Matches_Played,Win_Pct,titles_won
106162,Franco Agamenone,191,R,121.25,1.0,2.75,76.75,50.25,32.5,13.0,11.25,6.0,9.5,3,2,5,60.0,
106167,Joris De Loore,191,R,111.33,9.17,2.5,84.0,50.83,38.33,17.0,13.17,3.33,5.83,1,5,6,16.669999999999998,
106174,Gonzalo Lama,180,R,102.22,2.0,2.56,70.78,45.11,32.33,13.33,11.22,3.56,5.44,6,5,11,54.55,
106175,Ricardo Rodriguez,189,R,134.59,2.35,2.0,77.82,51.65,34.71,12.65,12.76,4.29,7.76,14,8,22,63.63999999999999,
106177,Oriol Roca Batalla,175,R,118.67,10.33,3.67,95.67,56.67,41.33,20.67,13.33,6.33,8.0,1,2,3,33.33,
106184,Hong Chung,170,L,82.0,1.0,5.0,83.0,57.0,41.0,14.0,14.0,6.0,9.0,0,1,1,0.0,
106186,Jason Kubler,178,R,132.87,6.31,3.56,86.15,53.76,37.76,15.93,13.44,4.09,7.02,27,32,59,45.76,
106187,Denis Yevseyev,188,R,109.75,3.5,3.25,76.75,47.25,33.0,13.0,11.25,6.0,8.75,1,3,4,25.0,
106198,Hugo Dellien,180,R,107.94,2.01,1.89,76.83,55.21,34.54,10.15,11.67,5.21,8.96,31,59,90,34.44,
106203,Pedro Sakamoto,178,R,66.0,2.0,2.0,41.0,25.0,14.0,6.0,8.0,0.0,4.0,0,1,1,0.0,
106210,Jiri Vesely,198,L,118.02,8.55,3.94,83.46,54.21,39.44,14.73,13.21,4.16,6.58,127,148,275,46.18,2
106214,Oscar Otte,193,R,108.62,8.51,4.32,82.54,47.18,35.65,17.29,12.95,4.19,6.76,34,52,86,39.53,
106216,Bjorn Fratangelo,183,R,106.73,5.03,3.37,82.22,46.98,32.15,18.2,12.51,4.47,7.59,22,40,62,35.480000000000004,
106218,Marcos Giron,180,R,112.57,5.22,1.61,79.78,48.57,34.86,15.87,12.5,3.86,6.47,104,117,221,47.06,1
106220,Dimitar Kuzmanov,183,R,106.52,2.86,2.9,73.95,46.9,30.81,13.24,11.1,4.71,7.76,16,19,35,45.71,
106223,Aleksandre Metreveli,183,R,85.67,2.67,3.33,65.83,36.67,22.33,13.17,9.33,3.83,7.83,2,7,9,22.220000000000002,
106225,Andrew Whittington,188,R,128.4,8.8,6.8,93.2,52.2,39.8,20.8,15.0,4.6,7.6,2,3,5,40.0,
106227,Ji Sung Nam,183,R,83.0,5.25,3.5,62.75,37.75,26.25,12.75,9.75,3.0,5.25,2,5,7,28.57,
106228,Juan Ignacio Londero,180,R,114.29,3.71,2.91,82.13,50.28,34.18,16.93,12.95,4.34,7.51,35,48,83,42.17,1
106232,Roberto Cid,193,R,117.86,3.0,5.29,84.14,46.29,31.86,17.14,12.29,5.57,9.43,2,8,10,20.0,
106233,Dominic Thiem,185,R,115.57,5.8,2.82,79.74,48.78,35.9,16.48,12.72,3.7,5.88,321,186,507,63.31,15
106234,Aslan Karatsev,185,R,121.64,5.11,4.44,81.51,48.47,34.81,16.66,12.52,4.3,6.96,79,85,164,48.17,3
106243,Mate Delic,196,R,53.0,4.0,3.0,53.0,33.0,23.0,7.0,8.0,7.0,10.0,0,5,5,0.0,
106247,Nik Razborsek,173,L,143.0,8.0,4.0,116.0,77.0,53.0,20.0,17.0,7.0,9.0,1,2,3,33.33,
106249,Joao Domingues,178,R,109.17,1.42,0.67,79.08,55.0,34.25,11.17,11.5,5.42,8.67,7,7,14,50.0,
106250,Luis Patino,183,R,121.22,3.67,3.22,90.78,54.89,34.44,17.44,13.11,6.78,11.22,3,7,10,30.0,
106252,Joao Pedro Sorgi,188,R,139.5,6.0,3.5,100.5,65.0,49.0,16.5,15.0,7.5,9.5,1,2,3,33.33,
106261,Dennis Novikov,193,R,85.07,7.21,3.43,76.64,42.79,30.71,17.29,11.86,3.64,6.0,4,10,14,28.57,
106281,Liam Broady,183,L,115.69,3.69,2.69,83.78,51.14,33.69,16.02,12.67,5.02,8.65,21,34,55,38.18,
106283,Mitchell Krueger,188,R,113.42,5.13,2.52,78.16,48.81,33.55,14.71,12.19,4.29,7.16,10,21,31,32.26,
106288,Mathias Bourgue,188,R,143.17,4.0,2.17,94.83,61.83,40.67,14.67,14.33,5.17,9.67,1,5,6,16.669999999999998,
106291,Luke Saville,188,R,135.33,5.0,4.67,112.0,70.67,46.33,20.33,16.0,7.67,11.33,0,5,5,0.0,
106292,Hernan Casanova,178,R,81.0,1.0,2.0,69.0,42.0,27.0,12.0,9.0,7.0,10.0,0,1,1,0.0,
106293,Kimmer Coppejans,178,R,120.89,4.72,1.89,85.11,56.5,36.61,13.67,12.83,4.94,8.78,4,16,20,20.0,
106296,Gregoire Barrere,183,R,110.72,5.05,2.51,85.59,53.35,36.84,16.26,13.13,4.48,7.61,38,63,101,37.62,
106298,Lucas Pouille,185,R,111.91,7.93,3.87,88.23,49.37,36.34,19.76,13.53,4.56,7.25,141,125,266,53.010000000000005,5
106302,Andrew Harris,183,R,109.67,3.67,3.0,78.0,55.0,37.33,8.67,12.67,3.0,7.33,1,2,3,33.33,
106310,Alexander Ritschard,193,R,117.7,4.3,3.1,82.1,48.6,34.4,15.0,12.6,5.1,8.3,4,7,11,36.36,
106324,Vaclav Safranek,183,R,98.67,2.0,2.67,81.33,53.33,33.0,14.67,12.0,5.67,9.33,0,3,3,0.0,
106328,Christian Harrison,180,R,85.31,4.38,2.92,66.0,40.46,27.77,11.0,10.62,4.08,7.38,5,8,13,38.46,
106329,Thiago Monteiro,183,L,120.04,5.54,2.2,80.99,52.67,37.77,14.76,12.85,4.15,6.65,92,130,222,41.44,
106331,Christopher Oconnell,183,R,123.91,7.44,1.97,85.95,53.02,38.6,16.38,13.26,4.45,7.01,47,70,117,40.17,
106333,Julien Cagnina,183,R,92.0,4.0,2.0,67.0,45.0,31.0,9.0,10.0,10.0,13.0,0,1,1,0.0,
106342,Martins Podzus,188,R,132.0,10.67,3.67,100.33,61.67,43.0,19.67,15.33,4.33,7.67,4,4,8,50.0,
106348,Evgeny Karlovskiy,191,R,142.0,15.0,3.0,119.0,83.0,60.0,19.0,15.0,11.0,12.0,0,1,1,0.0,
106353,Pedja Krstin,183,R,76.0,3.6,3.2,58.2,33.2,24.0,10.6,9.2,3.6,6.6,3,2,5,60.0,
106361,Adam Pavlasek,185,R,102.73,6.87,3.27,87.4,53.73,37.2,15.47,13.47,5.0,8.67,6,9,15,40.0,
106362,Laurent Lokoli,188,R,179.0,10.17,6.0,121.5,75.0,52.0,21.5,18.67,6.5,11.17,0,6,6,0.0,
106368,Ramkumar Ramanathan,188,R,104.41,8.61,4.41,79.62,46.75,34.59,16.52,12.45,3.55,5.84,23,37,60,38.33,
106378,Kyle Edmund,188,R,109.85,5.98,2.66,80.15,47.66,34.76,16.9,12.73,3.85,6.28,120,118,238,50.42,2
106380,Gonzalo Villanueva,175,R,97.0,3.0,3.0,70.0,44.0,28.0,14.0,11.0,1.0,3.0,0,1,1,0.0,
106390,Matteo Donati,185,R,96.0,7.0,1.5,72.5,45.0,31.5,11.5,11.0,5.0,8.0,1,1,2,50.0,
106391,Adrian Bodmer,180,R,129.5,5.0,3.0,100.0,54.5,36.5,24.5,13.0,7.5,11.0,0,2,2,0.0,
106393,Frederico Ferreira Silva,178,L,90.22,2.56,2.44,65.67,40.22,26.22,12.67,10.44,3.22,6.33,4,7,11,36.36,
106397,Wishaya Trongcharoenchaikul,193,R,114.69,8.62,5.19,88.5,49.81,37.5,18.94,13.94,4.69,7.5,11,7,18,61.11,
106398,Pedro Cachin,185,R,116.28,5.38,2.25,79.25,49.94,34.53,13.9,12.46,3.68,6.82,25,47,72,34.72,1
106401,Nick Kyrgios,193,R,103.77,15.48,3.39,82.04,54.38,42.43,14.9,13.42,2.94,4.34,198,107,305,64.92,7
106408,Mario Vilella Martinez,178,R,119.9,7.9,5.8,89.3,48.8,36.2,20.3,13.4,4.9,7.4,4,6,10,40.0,
106412,Lucas Gomez,178,L,73.0,1.36,3.0,59.36,36.18,21.36,9.36,9.73,3.36,8.0,3,11,14,21.43,
106415,Yoshihito Nishioka,170,L,110.41,1.93,1.58,78.35,51.14,33.03,14.67,12.11,4.39,7.54,134,150,284,47.18,3
106420,Gianluigi Quinzi,191,L,121.8,5.8,2.4,92.8,54.2,36.2,18.8,12.8,9.8,13.0,1,4,5,20.0,
106421,Daniil Medvedev,198,R,109.11,7.98,3.69,76.87,47.18,35.55,15.21,12.27,3.51,5.52,381,156,537,70.95,20
106423,Thanasi Kokkinakis,193,R,134.02,10.84,3.22,88.12,54.5,41.48,16.79,13.66,4.28,6.46,74,90,164,45.12,1
106425,Blake Mott,180,R,94.0,7.0,2.0,72.0,48.5,31.0,10.0,11.5,2.5,7.0,0,2,2,0.0,
106426,Cristian Garin,185,R,119.47,4.27,3.19,82.04,50.22,34.86,15.75,12.67,4.65,7.73,126,113,239,52.72,5
106432,Borna Coric,188,R,118.78,6.06,2.16,78.75,49.07,35.62,15.66,12.5,3.82,6.13,216,188,404,53.47,3
108717,Francis Casey Alcantara,175,R,101.0,6.0,4.0,76.5,36.0,23.0,20.0,13.0,1.5,6.5,2,1,3,66.67,
108739,Wilfredo Gonzalez,188,R,107.6,5.0,4.4,90.0,59.8,42.2,14.8,13.8,4.0,6.8,5,4,9,55.559999999999995,
108748,Lukas Mugevicius,188,R,109.0,3.25,4.25,89.0,46.5,31.5,19.0,14.5,4.75,10.25,2,3,5,40.0,
108761,Mikelis Libietis,193,R,153.33,15.0,8.0,135.67,81.0,54.33,25.0,18.67,11.67,17.33,1,3,4,25.0,
108772,Julius Tverijonas,188,R,80.67,1.67,2.33,69.33,38.67,23.67,12.33,10.33,4.33,9.33,0,3,3,0.0,
109054,Daniel Masur,183,R,95.17,4.83,3.0,79.17,54.33,36.33,11.5,12.0,5.33,8.33,1,5,6,16.669999999999998,
109303,Stefano Napolitano,196,R,135.4,6.7,2.3,92.6,55.7,38.4,20.2,14.1,4.9,7.6,3,7,10,30.0,
109686,Riccardo Bonadio,180,R,104.33,1.33,2.33,71.67,44.67,30.33,15.33,11.0,3.67,5.67,1,2,3,33.33,
109699,Julian Lenz,188,R,66.5,3.0,3.0,54.0,27.0,15.5,11.5,8.5,2.5,7.0,0,2,2,0.0,
109734,Skander Mansouri,193,R,88.0,3.33,3.33,59.33,38.0,26.0,8.33,9.33,2.33,5.33,1,5,6,16.669999999999998,
109739,Maximilian Marterer,188,L,103.1,6.45,2.12,77.87,49.3,34.24,14.96,12.3,4.03,6.65,41,79,120,34.17,
110536,Kevin King,191,L,87.4,4.4,6.0,67.6,40.0,26.4,9.2,10.0,4.6,9.0,1,4,5,20.0,
110596,Fred Simonsson,188,R,136.0,4.0,10.0,107.0,55.0,35.0,24.0,15.0,12.0,17.0,0,1,1,0.0,
110602,Dennis Novak,183,R,107.69,4.71,2.63,82.31,53.14,35.87,14.69,12.86,4.16,7.46,26,53,79,32.910000000000004,
110686,Finn Tearney,183,R,75.0,2.33,4.33,59.67,37.0,22.0,11.0,9.67,3.67,7.33,1,4,5,20.0,
110748,Nikola Milojevic,188,R,111.83,2.83,3.25,73.92,44.67,30.25,14.0,12.0,3.75,7.25,5,7,12,41.67,
110754,David Vega Hernandez,188,R,62.0,1.0,1.0,50.0,33.0,17.0,7.0,7.0,3.0,7.0,0,1,1,0.0,
110778,Joao Menezes,185,R,60.0,4.0,3.0,53.0,40.0,22.0,7.0,9.0,2.0,6.0,0,3,3,0.0,
111153,Christopher Eubanks,201,R,111.8,11.03,3.46,86.97,59.4,43.79,14.17,13.87,3.92,6.05,41,62,103,39.81,1
111167,Ugo Nastasi,185,R,102.0,0.0,4.0,74.0,44.0,26.0,14.0,13.0,5.0,11.0,1,5,6,16.669999999999998,
111181,Pruchya Isarow,175,R,133.17,10.67,5.33,88.0,47.33,36.17,22.67,14.5,2.67,5.0,4,4,8,50.0,
111187,Kaichi Uchida,180,R,99.2,5.2,3.4,69.6,37.0,26.2,17.2,11.0,4.2,6.6,2,3,5,40.0,
111190,Zhizhen Zhang,193,R,112.91,7.09,2.03,80.49,51.11,37.01,15.2,12.74,3.44,5.77,55,59,114,48.25,
111192,Lucas Miedler,183,R,91.33,4.67,0.67,72.67,47.33,31.0,13.67,10.33,4.67,7.0,1,3,4,25.0,
111197,Jonathan Mridha,183,R,144.5,9.0,3.5,109.0,64.0,49.0,25.0,17.5,3.0,6.0,1,1,2,50.0,
111200,Elias Ymer,185,R,114.83,4.84,3.49,80.86,47.83,33.01,15.82,12.44,4.66,8.09,41,71,112,36.61,
111202,Hyeon Chung,188,R,114.82,3.52,2.79,75.42,47.11,33.2,14.16,11.98,3.75,6.48,82,67,149,55.03,1
111436,Nick Chappell,178,L,98.5,2.0,0.5,70.0,40.5,26.5,16.5,10.0,3.0,5.0,0,2,2,0.0,
111442,Jordan Thompson,183,R,121.13,6.72,1.86,80.67,49.83,35.7,15.62,12.74,4.17,6.87,141,159,300,47.0,1
111453,Mikael Torpegaard,193,R,117.29,6.14,5.43,90.0,50.14,35.71,20.57,14.57,4.57,8.29,3,7,10,30.0,
111454,Li Tu,183,R,108.0,3.62,2.5,76.88,44.0,31.12,16.62,11.62,3.88,6.75,1,9,10,10.0,
111456,Mackenzie Mcdonald,178,R,112.67,5.12,2.49,80.86,51.76,35.71,14.75,12.64,4.2,7.09,105,124,229,45.85,
111459,Arjun Kadhe,185,R,99.75,5.75,2.75,88.5,55.0,35.5,14.75,11.75,6.5,10.0,0,4,4,0.0,
111460,Quentin Halys,191,R,118.46,12.88,5.15,90.8,53.66,41.7,17.65,14.22,4.56,6.93,35,62,97,36.08,
111505,Enzo Couacaud,183,R,151.18,10.09,3.55,113.27,65.91,47.82,24.64,17.73,5.45,9.09,2,9,11,18.18,
111506,Maxime Hamou,185,R,122.0,3.0,2.67,100.33,65.33,41.33,15.67,13.67,7.33,12.33,0,3,3,0.0,
111511,Noah Rubin,175,R,105.04,4.12,3.19,85.04,51.81,34.35,17.38,12.81,5.04,8.46,8,19,27,29.630000000000003,
111513,Laslo Djere,188,R,117.35,5.56,3.33,81.16,49.05,34.75,16.22,12.43,4.38,7.08,143,149,292,48.97,2
111515,Thai Son Kwiatkowski,188,R,120.29,7.29,4.71,94.29,56.57,37.71,18.0,14.71,2.86,7.14,0,7,7,0.0,
111574,Jc Aragone,178,R,83.25,3.5,2.0,67.25,42.25,24.25,11.0,9.75,4.0,7.75,0,4,4,0.0,
111575,Karen Khachanov,198,R,117.64,7.93,2.53,82.58,51.69,38.16,16.02,13.07,3.9,6.15,276,196,472,58.47,7
111576,Sumit Nagal,178,R,113.1,1.51,2.44,77.03,53.21,32.31,11.9,11.69,5.38,9.38,13,35,48,27.08,
111577,Jared Donaldson,188,R,106.7,5.94,3.97,79.02,41.25,30.32,19.11,12.36,3.86,6.7,48,63,111,43.24,
111578,Stefan Kozlov,183,R,99.03,2.58,4.33,69.06,44.33,27.85,10.85,10.48,4.94,8.94,9,24,33,27.27,
111581,Michael Mmoh,188,R,126.13,6.1,4.01,85.57,56.51,39.15,13.6,13.22,4.84,8.04,29,41,70,41.43,
111761,Benjamin Lock,198,R,119.67,3.83,1.17,76.83,51.0,33.33,13.67,12.0,5.0,8.5,8,5,13,61.53999999999999,
111790,Brayden Schnur,193,R,114.5,7.5,3.82,90.09,59.36,40.68,14.45,13.23,5.73,9.05,4,18,22,18.18,
111794,Kamil Majchrzak,180,R,105.68,5.26,2.58,80.4,48.53,34.44,16.11,12.58,4.4,7.21,31,40,71,43.66,
111795,Filippo Baldi,183,R,93.67,4.33,3.33,73.67,46.67,29.67,15.0,11.67,5.33,8.33,0,3,3,0.0,
111797,Nicolas Jarry,201,R,122.25,9.37,2.6,84.65,53.95,40.12,16.0,13.39,3.93,6.12,116,111,227,51.1,3
111805,Seong Chan Hong,175,R,127.8,4.3,2.8,85.0,50.7,33.3,17.4,12.7,6.0,9.8,6,15,21,28.57,
111806,Fajing Sun,178,R,148.0,10.0,2.0,98.0,71.0,55.0,15.0,17.0,0.0,2.0,0,2,2,0.0,
111815,Cameron Norrie,188,L,113.92,4.82,2.78,79.14,51.59,36.38,13.92,12.45,4.21,6.73,209,156,365,57.26,5
117352,Oliver Anderson,175,R,67.0,3.0,1.0,52.0,30.0,22.0,9.0,8.0,3.0,6.0,0,1,1,0.0,
117353,Duck Hee Lee,175,R,130.67,4.33,7.33,98.0,51.33,34.0,22.67,14.0,3.67,7.67,1,2,3,33.33,
117356,Cem Ilkel,185,R,110.4,4.53,2.6,80.5,48.3,31.9,15.47,12.2,3.87,7.4,10,31,41,24.39,
117357,Omar Jasika,183,L,118.25,2.5,2.25,91.0,61.25,39.0,14.75,14.5,5.5,9.75,1,3,4,25.0,
117358,Harry Bourchier,185,R,83.5,4.5,1.5,66.5,44.5,31.0,14.0,10.0,4.5,5.5,1,1,2,50.0,
117360,Marc Polmans,188,R,145.0,4.43,4.0,100.48,66.26,43.22,15.96,15.09,6.17,10.61,6,17,23,26.090000000000003,
117361,Akira Santillan,180,R,71.11,5.11,2.67,61.44,32.89,23.0,14.67,10.0,2.11,4.67,2,7,9,22.220000000000002,
117365,Petros Chrysochos,185,R,127.17,3.0,2.83,95.33,58.33,37.67,17.17,14.83,6.5,11.67,2,6,8,25.0,
120401,Tucker Vorster,196,R,95.33,3.33,1.67,64.33,39.67,31.0,17.67,11.0,2.33,2.33,5,2,7,71.43,
120424,Yannick Maden,185,R,121.15,2.27,1.62,86.85,55.42,35.19,16.12,12.85,5.12,8.73,9,17,26,34.62,
120798,Hans Hach Verdugo,183,L,164.5,6.0,3.0,119.5,80.0,53.0,21.5,17.0,9.5,12.5,1,1,2,50.0,
121411,Moez Echargui,178,R,65.0,4.0,2.0,56.0,35.0,30.0,11.0,9.0,4.0,4.0,3,2,5,60.0,
121531,Mats Moraing,198,L,118.67,9.0,2.67,88.33,48.67,32.33,17.67,12.67,4.67,9.0,1,2,3,33.33,
121896,Gabor Borsos,193,R,97.0,2.5,1.0,76.5,48.0,32.0,15.5,12.5,4.0,7.0,1,4,5,20.0,
122078,Dmitry Popko,191,R,132.7,3.8,2.3,95.6,61.8,40.3,17.1,14.2,5.2,9.1,4,8,12,33.33,
122109,Sanjar Fayziev,188,R,118.25,6.67,3.83,93.0,54.92,36.42,16.42,13.08,5.83,10.17,2,12,14,14.29,
122298,Botic Van De Zandschulp,191,R,120.03,5.9,3.9,80.99,51.02,36.26,14.17,12.43,4.68,7.55,95,91,186,51.080000000000005,
122330,Alexander Bublik,196,R,100.89,12.28,6.75,79.54,46.69,36.0,14.72,12.4,4.01,6.46,152,150,302,50.33,4
122471,Danylo Kalenichenko,188,R,67.0,1.0,1.0,54.0,20.0,13.0,14.0,8.0,1.0,5.0,0,1,1,0.0,
122533,Nam Hoang Ly,175,R,123.86,2.14,2.14,80.71,52.14,33.29,14.86,12.29,4.0,7.43,7,3,10,70.0,
122548,Edan Leshem,183,R,88.6,2.5,2.2,63.5,40.0,27.0,12.4,10.1,2.8,5.5,5,10,15,33.33,
122554,David Jorda Sanchis,198,R,117.5,8.5,1.5,91.5,57.0,37.0,16.5,10.0,7.0,9.0,1,1,2,50.0,
122635,Alexander Merino,183,L,46.0,2.0,3.0,43.0,24.0,14.0,6.0,7.0,3.0,7.0,0,1,1,0.0,
122669,Juan Pablo Varillas,185,R,121.15,4.38,1.75,78.06,44.8,30.85,16.9,11.96,4.21,7.17,36,48,84,42.86,
123755,Daniel Elahi Galan,191,R,120.56,5.08,1.55,84.06,52.85,35.97,15.1,12.6,4.73,7.97,53,73,126,42.059999999999995,
123768,Collin Altamirano,188,R,135.0,5.0,3.0,93.0,45.0,34.0,24.0,15.0,5.0,8.0,0,1,1,0.0,
123795,Altug Celikbilek,183,R,95.28,6.06,3.78,73.33,42.72,31.17,14.83,11.56,4.61,7.11,13,9,22,59.089999999999996,
123809,Ivan Gakhov,191,L,135.0,5.0,5.0,98.25,53.25,35.5,21.25,13.5,7.0,11.0,1,3,4,25.0,
123828,Jan Choinski,196,R,133.0,4.5,2.1,101.1,69.9,46.0,15.4,14.5,8.0,11.5,2,8,10,20.0,
123896,Matija Pecotic,185,L,103.5,6.0,5.5,73.0,45.0,33.0,13.5,11.0,5.0,7.5,1,1,2,50.0,
123921,Calvin Hemery,191,R,91.4,5.6,5.4,70.0,42.2,27.3,11.5,10.7,3.3,7.0,2,9,11,18.18,
123961,Murkel Alejandro Dellien Velasco,193,R,102.75,2.0,3.25,55.75,35.0,22.75,9.0,9.75,1.0,4.25,2,4,6,33.33,
123983,Nerman Fatic,191,R,120.67,5.0,2.33,70.33,42.0,27.67,17.33,12.33,2.67,6.0,3,4,7,42.86,
124013,Eduardo Nava,180,R,117.5,3.5,4.0,86.5,48.0,26.0,18.0,12.0,9.0,14.5,0,2,2,0.0,
124014,Ernesto Escobedo,185,R,110.33,6.79,3.08,83.59,48.18,34.36,18.72,13.03,4.44,7.26,21,42,63,33.33,
124022,Chun Hun Wong,170,R,81.0,2.0,2.0,74.5,50.0,33.0,16.0,11.5,5.0,6.5,0,2,2,0.0,
124079,Pedro Martinez,185,R,125.88,2.19,3.83,81.55,53.86,35.04,13.41,12.14,4.88,8.25,68,91,159,42.77,1
124116,Sebastian Ofner,191,R,113.25,7.61,3.14,83.96,47.39,34.84,17.89,12.98,4.72,7.66,41,52,93,44.09,
124154,Sasi Kumar Mukund,185,R,85.33,2.33,1.67,60.67,36.67,23.0,9.67,9.67,4.67,8.67,0,4,4,0.0,
124186,Alexandre Muller,183,R,113.72,3.8,1.98,79.34,50.92,33.86,14.16,12.2,4.41,7.67,27,39,66,40.910000000000004,
124187,Reilly Opelka,211,R,110.39,18.23,2.91,83.77,53.52,42.44,16.62,13.54,2.96,4.33,96,92,188,51.06,4
125802,Ilya Ivashka,193,R,120.78,5.86,3.24,82.81,50.88,36.35,15.6,12.79,4.42,7.27,88,90,178,49.44,1
125803,Daniel Windahl,188,R,77.0,1.0,2.0,65.0,40.5,17.5,9.5,9.5,6.0,13.5,0,2,2,0.0,
125842,Adam Moundir,191,R,96.0,1.0,4.0,74.0,38.0,28.0,18.0,11.0,3.0,5.0,1,3,4,25.0,
126094,Andrey Rublev,188,R,107.18,7.06,2.55,78.1,47.49,35.72,15.61,12.5,3.68,5.82,336,183,519,64.74,17
126102,Nicolae Frunza,185,R,134.0,1.0,3.0,88.0,57.0,41.0,18.0,14.0,3.0,5.0,0,1,1,0.0,
126106,Ryan Peniston,180,L,110.85,4.31,3.0,75.85,47.31,33.15,14.0,11.62,4.0,6.77,6,7,13,46.150000000000006,
126107,Michael Geerts,178,R,108.0,4.0,2.0,54.5,30.5,22.0,13.0,11.0,2.5,5.5,1,2,3,33.33,
126120,Nino Serdarusic,191,R,102.4,5.5,2.8,76.7,48.2,35.6,13.6,11.5,3.8,5.9,2,8,10,20.0,
